17 Gaming,200
Danawa e-sports,80
Twisted Minds,65
CERBERUS Esports,50
Soniqs,30
Gen.G Esports,25
Natus Vincere,25
Daytrade Gaming,20
Four Angry Men,10
Luminosity Gaming,5
FaZe Clan,0
Petrichor Road,0
Question Mark,0
Sarvem Esports,0
TYLOO,0
DD Team,0
Dplus,0
GAME PT,0
Forest Gaming,0
Theerathon Five,0
The Expendables,0
eArena,0
FIUMBA,0
Friendly Fire,0
Acend,119
